Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Seat Comfort,Departure/Arrival Time Convenient,Food and Drink,Gate Location,Inflight Wifi Service,Inflight Entertainment,Online Support,Ease of Online Booking,On-board Service,Leg Room Service,Baggage Handling,Check-in Service,Cleanliness,Online Boarding,Satisfaction
Female,Disloyal,26,Business,Business,1663,0.0,0.0,3,3,3,4,5,3,5,5,3,5,4,5,5,5,Dissatisfied
Male,Loyal,53,Personal,Eco,1255,8.0,1.0,4,4,4,5,3,4,3,3,3,3,4,4,4,3,Dissatisfied
Male,Loyal,39,Personal,Eco,3038,0.0,0.0,4,4,3,2,1,3,1,1,4,2,4,5,5,1,Dissatisfied
Male,Loyal,30,Business,Business,5171,0.0,0.0,4,4,4,4,4,4,4,4,3,2,5,5,5,4,Satisfied
Female,Disloyal,29,Business,Eco,2265,0.0,0.0,1,1,1,2,2,1,4,2,1,3,3,4,3,2,Dissatisfied
Male,Loyal,50,Business,Business,2429,0.0,0.0,3,3,3,3,2,5,4,4,4,4,4,5,4,5,Satisfied
Female,Loyal,48,Personal,Eco,539,0.0,10.0,2,2,2,2,2,4,5,2,2,2,2,3,2,4,Satisfied
Male,Loyal,41,Personal,Eco,1873,0.0,0.0,3,4,3,4,2,3,2,2,3,5,3,1,3,2,Dissatisfied
Male,Disloyal,18,Business,Eco,2535,0.0,0.0,4,4,4,5,2,4,1,2,4,2,4,5,5,2,Satisfied
Female,Loyal,30,Business,Business,3449,9.0,0.0,3,3,3,3,4,4,4,4,4,3,5,3,4,4,Satisfied
Female,Disloyal,43,Business,Business,1700,31.0,43.0,3,3,3,4,5,3,3,5,2,1,4,2,3,5,Dissatisfied
Male,Loyal,44,Personal,Business,1611,4.0,17.0,3,5,3,4,4,4,4,2,2,3,2,3,2,3,Dissatisfied
Male,Disloyal,26,Business,Business,3986,7.0,39.0,5,5,5,1,5,5,2,3,2,4,5,2,3,2,Satisfied
Male,Loyal,39,Business,Business,2887,5.0,0.0,4,4,4,4,5,4,5,3,3,3,3,4,3,3,Satisfied
Male,Loyal,54,Personal,Eco,1961,0.0,0.0,3,5,5,3,1,5,1,1,4,2,4,5,5,1,Dissatisfied
Male,Disloyal,28,Business,Business,1841,0.0,0.0,3,3,3,4,5,3,5,5,3,5,4,4,4,5,Dissatisfied
Female,Disloyal,24,Business,Eco,1645,102.0,85.0,4,4,4,2,4,4,3,4,3,5,5,4,4,4,Dissatisfied
Male,Loyal,50,Business,Business,64,0.0,0.0,4,4,4,4,3,5,5,4,4,4,4,3,4,4,Satisfied
Female,Loyal,32,Personal,Eco,2845,8.0,0.0,2,2,2,2,4,4,4,4,4,2,5,3,4,4,Satisfied
Female,Loyal,40,Personal,Eco,1408,0.0,0.0,5,5,5,4,5,5,5,5,3,4,4,5,4,5,Satisfied
Male,Loyal,54,Business,Business,3222,41.0,28.0,5,5,5,5,3,4,5,5,5,5,5,4,5,5,Satisfied
Female,Loyal,39,Personal,Eco,1150,37.0,17.0,3,3,3,3,4,5,5,4,4,4,4,3,4,5,Satisfied
Male,Loyal,60,Business,Eco,1718,0.0,0.0,4,3,3,3,4,4,4,4,3,4,3,4,4,4,Dissatisfied
Male,Loyal,66,Business,Eco,1423,0.0,0.0,3,2,2,2,3,3,3,3,3,4,4,2,3,3,Dissatisfied
Female,Loyal,56,Business,Business,2431,0.0,19.0,4,4,4,4,3,2,4,4,4,4,4,1,4,5,Satisfied
Male,Loyal,36,Business,Business,84,0.0,0.0,3,3,3,3,3,4,3,4,4,5,3,2,4,1,Satisfied
Male,Disloyal,29,Business,Eco,2151,0.0,45.0,2,2,3,3,2,3,2,2,3,5,3,3,4,2,Dissatisfied
Male,Loyal,53,Personal,Eco,1698,0.0,0.0,1,2,1,4,4,1,4,4,4,2,3,4,3,4,Dissatisfied
Male,Loyal,23,Business,Business,2658,0.0,0.0,2,2,3,2,4,4,4,4,3,5,5,4,4,4,Satisfied
Female,Loyal,39,Personal,Eco,1489,0.0,16.0,1,1,1,1,3,4,5,4,4,5,4,3,4,3,Satisfied
Male,Loyal,47,Business,Business,3374,0.0,5.0,3,3,3,3,2,5,4,5,5,5,5,4,5,3,Satisfied
Female,Loyal,42,Business,Business,629,0.0,0.0,1,1,1,1,2,4,4,4,4,4,4,3,4,3,Satisfied
Female,Loyal,31,Personal,Eco,2578,0.0,0.0,2,2,2,2,3,3,5,4,4,4,4,4,4,4,Satisfied
Female,Disloyal,41,Business,Business,1494,25.0,16.0,3,3,3,2,2,3,2,2,1,3,4,3,3,2,Dissatisfied
Female,Loyal,31,Business,Eco,1580,0.0,0.0,2,1,5,1,2,2,2,2,3,4,3,3,4,2,Dissatisfied
Male,Loyal,7,Personal,Eco,1759,0.0,0.0,4,5,4,3,3,4,3,3,2,2,3,2,2,3,Dissatisfied
Female,Loyal,30,Personal,Eco,2740,37.0,46.0,5,5,2,5,4,4,4,4,5,4,3,1,1,4,Satisfied
Male,Loyal,51,Business,Business,761,0.0,0.0,3,3,3,3,5,5,5,5,5,5,5,5,5,5,Satisfied
Male,Loyal,72,Business,Eco,2524,0.0,4.0,4,5,5,5,4,4,4,4,5,3,1,4,2,4,Satisfied
Female,Loyal,41,Business,Business,3010,0.0,3.0,2,4,4,4,2,3,2,2,2,2,2,2,2,4,Dissatisfied
Male,Loyal,53,Business,Business,1124,4.0,8.0,3,3,2,3,4,5,4,4,4,4,4,3,4,4,Satisfied
Male,Disloyal,29,Business,Eco,1977,2.0,0.0,4,4,4,4,5,4,5,5,2,5,3,2,3,5,Dissatisfied
Female,Disloyal,37,Business,Eco,1156,0.0,0.0,5,2,5,1,5,5,5,5,5,4,2,2,3,5,Satisfied
Male,Loyal,61,Personal,Eco,1514,0.0,0.0,2,5,2,3,2,2,4,2,3,4,3,1,3,2,Dissatisfied
Male,Loyal,46,Business,Business,1812,0.0,0.0,3,3,3,3,5,4,4,4,4,4,4,5,4,5,Satisfied
Female,Loyal,47,Business,Business,1623,6.0,2.0,4,4,4,4,2,5,4,4,4,4,4,5,4,3,Satisfied
Female,Loyal,46,Business,Business,3031,0.0,0.0,4,4,3,4,4,4,5,3,3,3,3,3,3,5,Satisfied
Male,Loyal,9,Personal,Eco Plus,2404,0.0,0.0,4,4,4,5,5,4,1,5,5,4,4,4,5,5,Dissatisfied
Male,Loyal,23,Personal,Eco,1881,9.0,6.0,5,5,5,2,4,5,4,4,3,5,5,3,4,4,Satisfied
Male,Disloyal,11,Business,Eco,2864,9.0,0.0,2,2,2,4,3,2,5,3,1,1,3,2,4,3,Dissatisfied
Male,Loyal,38,Business,Eco,1978,0.0,21.0,3,5,5,5,3,3,3,3,1,1,1,4,1,3,Satisfied
Female,Loyal,19,Business,Business,2634,9.0,21.0,2,5,2,5,2,2,2,2,1,3,4,3,4,2,Dissatisfied
Male,Loyal,23,Personal,Eco,1525,0.0,0.0,2,4,2,2,2,2,5,2,5,4,5,5,5,2,Dissatisfied
Male,Loyal,52,Personal,Eco,1768,62.0,57.0,2,4,2,2,4,2,4,4,3,3,5,5,4,4,Dissatisfied
Male,Loyal,42,Business,Business,1810,53.0,20.0,4,4,4,4,4,4,4,5,5,5,5,3,5,5,Satisfied
Male,Loyal,18,Business,Business,4923,0.0,0.0,2,2,2,2,2,2,2,2,5,2,5,4,4,2,Satisfied
Female,Loyal,12,Personal,Business,1276,42.0,45.0,1,1,1,1,3,4,4,5,5,5,5,4,5,5,Satisfied
Female,Loyal,24,Business,Business,4020,33.0,39.0,5,5,5,5,5,4,5,5,2,3,3,4,3,5,Dissatisfied
Female,Loyal,63,Personal,Eco,372,9.0,8.0,4,4,4,3,3,4,3,4,4,4,2,3,4,3,Dissatisfied
Female,Loyal,50,Business,Business,450,4.0,0.0,1,1,1,1,3,5,5,5,5,5,5,4,5,5,Satisfied
Male,Disloyal,23,Business,Business,2483,0.0,0.0,3,2,3,1,1,3,1,1,1,1,1,3,1,1,Dissatisfied
Female,Loyal,58,Business,Business,487,50.0,39.0,1,1,1,1,3,5,5,4,4,4,4,3,4,4,Satisfied
Male,Loyal,53,Personal,Eco,1974,0.0,0.0,4,5,4,3,2,4,2,2,5,4,4,3,4,2,Dissatisfied
Female,Loyal,76,Business,Business,2066,0.0,0.0,4,4,4,4,4,1,4,4,4,4,3,4,4,4,Satisfied
Female,Loyal,11,Personal,Eco,1406,6.0,0.0,3,3,1,3,5,5,4,4,4,4,4,5,4,4,Satisfied
Male,Loyal,41,Business,Business,2257,0.0,0.0,3,3,3,3,4,4,4,4,4,4,4,5,4,4,Satisfied
Female,Loyal,59,Personal,Eco Plus,1253,0.0,1.0,5,3,4,4,1,2,1,4,4,5,4,3,4,4,Satisfied
Female,Loyal,40,Personal,Eco,3726,0.0,0.0,5,3,5,3,4,5,4,4,2,5,3,4,4,4,Satisfied
Male,Disloyal,47,Business,Business,2217,6.0,0.0,2,2,2,1,3,2,3,3,3,2,5,3,5,3,Dissatisfied
Male,Loyal,42,Business,Eco,3633,0.0,0.0,2,4,2,4,2,2,2,2,3,3,1,2,3,2,Dissatisfied
Male,Loyal,33,Personal,Eco,2804,0.0,0.0,4,4,4,1,1,4,1,1,4,3,5,3,5,1,Dissatisfied
Male,Loyal,54,Personal,Eco Plus,2277,0.0,0.0,3,5,3,2,4,3,4,4,3,3,4,3,4,4,Dissatisfied
Male,Loyal,33,Business,Business,4233,16.0,12.0,2,5,5,5,2,2,2,2,2,1,4,2,4,2,Dissatisfied
Male,Loyal,44,Business,Business,3166,0.0,0.0,2,2,2,2,4,5,5,4,4,4,4,5,4,3,Satisfied
Female,Disloyal,23,Business,Eco,2382,0.0,16.0,2,2,2,3,4,2,4,4,1,1,4,4,4,4,Dissatisfied
Female,Loyal,57,Personal,Eco,258,0.0,0.0,4,4,4,1,5,4,4,4,4,4,4,5,4,4,Dissatisfied
Female,Loyal,42,Personal,Eco,434,0.0,1.0,2,2,2,2,4,4,4,5,5,4,5,5,5,5,Satisfied
Female,Disloyal,17,Business,Eco,1255,17.0,14.0,3,2,3,3,3,3,3,3,4,4,4,3,4,3,Dissatisfied
Female,Loyal,47,Business,Eco,535,0.0,0.0,5,3,3,3,2,4,2,5,5,5,5,4,5,5,Satisfied
Female,Loyal,66,Personal,Eco,442,0.0,0.0,5,5,5,1,5,5,4,5,5,4,5,5,4,5,Satisfied
Male,Loyal,40,Business,Business,3797,8.0,15.0,1,5,5,5,2,3,4,1,1,1,1,2,1,2,Dissatisfied
Female,Loyal,31,Business,Business,1564,0.0,7.0,1,1,1,1,4,4,4,4,5,4,3,3,3,4,Satisfied
Male,Loyal,36,Business,Business,656,11.0,0.0,3,3,3,3,4,4,4,4,4,4,4,5,4,5,Satisfied
Male,Loyal,40,Business,Business,446,40.0,37.0,3,3,4,3,5,5,4,3,3,3,3,5,3,3,Satisfied
Male,Loyal,54,Personal,Eco,1500,0.0,0.0,3,4,2,2,4,2,4,4,3,2,4,5,4,4,Dissatisfied
Female,Disloyal,43,Business,Business,1921,0.0,4.0,5,5,5,3,5,5,5,5,3,5,4,4,5,5,Satisfied
Male,Disloyal,27,Business,Eco,2496,0.0,0.0,2,2,2,4,1,2,1,1,1,4,4,3,3,1,Dissatisfied
Female,Loyal,49,Business,Business,418,0.0,0.0,1,4,4,4,3,4,4,1,1,2,1,1,1,1,Dissatisfied
Female,Disloyal,36,Business,Business,1319,1.0,2.0,4,5,5,4,1,5,1,1,4,3,4,4,5,1,Dissatisfied
Female,Disloyal,22,Business,Eco,1607,0.0,0.0,4,3,4,2,3,4,3,3,3,2,3,1,3,3,Dissatisfied
Female,Loyal,13,Personal,Eco,3286,0.0,0.0,4,1,4,3,3,4,3,3,4,3,3,4,3,3,Dissatisfied
Female,Loyal,36,Personal,Business,298,0.0,0.0,3,3,3,3,2,5,2,4,4,4,4,2,4,4,Satisfied
Female,Loyal,75,Business,Business,1910,0.0,0.0,2,2,2,2,3,4,5,4,4,4,4,4,4,5,Satisfied
Female,Loyal,52,Business,Business,1659,11.0,0.0,2,2,2,2,5,4,5,5,5,5,5,3,5,3,Satisfied
Male,Loyal,51,Business,Business,519,64.0,50.0,5,5,5,5,5,5,4,3,3,3,3,4,3,4,Satisfied
Female,Disloyal,27,Business,Eco,1830,0.0,0.0,3,3,3,3,5,3,4,5,2,5,4,1,3,5,Dissatisfied
Female,Loyal,50,Personal,Eco Plus,1676,1.0,0.0,4,4,4,4,5,5,4,2,2,2,2,5,2,4,Satisfied
Male,Loyal,43,Business,Business,2824,3.0,3.0,2,2,5,2,3,4,5,5,5,5,5,3,5,4,Satisfied
Male,Loyal,56,Business,Business,2932,3.0,0.0,5,5,5,5,3,5,4,5,5,5,5,4,5,4,Satisfied
Male,Disloyal,17,Business,Eco,2167,57.0,52.0,1,1,1,3,5,1,5,5,1,3,4,3,3,5,Dissatisfied
Female,Disloyal,45,Business,Business,1109,0.0,0.0,3,2,2,3,3,3,4,3,4,3,4,2,4,3,Dissatisfied
Male,Disloyal,22,Business,Eco,2735,0.0,0.0,3,4,4,1,1,4,2,1,5,2,4,3,5,1,Satisfied
Female,Loyal,47,Personal,Eco,281,0.0,0.0,5,5,5,5,4,4,5,5,5,4,5,5,5,5,Satisfied
Male,Loyal,37,Personal,Eco,1716,38.0,29.0,4,1,4,3,2,4,2,2,3,2,4,3,4,2,Satisfied
Female,Loyal,31,Personal,Eco,1765,0.0,0.0,3,3,3,3,3,5,4,5,5,5,5,4,5,4,Satisfied
Female,Disloyal,22,Business,Eco,1532,3.0,33.0,4,3,4,4,1,4,1,1,4,4,3,4,3,1,Dissatisfied
Male,Loyal,57,Business,Business,1482,63.0,119.0,4,4,4,4,4,5,4,2,2,2,2,3,2,3,Satisfied
Male,Loyal,62,Personal,Eco,2307,0.0,0.0,3,5,3,3,5,3,5,5,5,4,4,5,4,5,Dissatisfied
Male,Loyal,31,Business,Business,2002,0.0,0.0,4,4,4,4,5,5,5,5,3,5,5,4,4,5,Satisfied
Male,Disloyal,45,Business,Business,1939,18.0,36.0,5,5,5,4,2,5,2,2,5,5,5,3,5,2,Satisfied
Male,Disloyal,39,Business,Business,2093,9.0,29.0,2,2,2,3,2,2,2,2,4,4,4,5,4,2,Dissatisfied
Female,Loyal,56,Business,Eco,342,3.0,9.0,3,3,3,3,2,3,4,4,4,3,4,1,4,3,Dissatisfied
Female,Loyal,18,Personal,Eco,1742,29.0,24.0,2,2,2,2,5,5,5,5,1,1,5,2,4,5,Satisfied
Male,Loyal,37,Business,Eco Plus,2123,4.0,17.0,3,4,4,4,3,3,3,3,1,3,4,2,3,3,Dissatisfied
Male,Loyal,50,Business,Business,1264,0.0,48.0,4,4,4,4,5,3,4,4,4,4,4,3,4,1,Dissatisfied
Female,Loyal,40,Business,Business,1698,0.0,0.0,4,4,4,4,4,2,5,5,5,5,3,3,5,2,Satisfied
Female,Loyal,33,Business,Business,2915,0.0,0.0,3,3,3,3,3,5,5,5,5,5,5,5,5,3,Satisfied
Female,Loyal,44,Personal,Eco,546,0.0,0.0,4,4,4,5,4,4,2,4,4,4,4,3,4,4,Satisfied
Female,Disloyal,27,Business,Eco,2171,0.0,0.0,4,4,4,1,3,4,3,3,3,5,4,3,4,3,Satisfied
Male,Loyal,8,Personal,Eco,1229,0.0,0.0,3,5,3,3,4,3,4,4,5,5,5,4,5,4,Dissatisfied
Male,Loyal,32,Business,Business,1660,0.0,2.0,1,1,1,1,2,2,2,2,2,2,2,2,4,2,Satisfied
Female,Loyal,46,Business,Business,1619,40.0,21.0,5,5,5,5,4,4,5,4,4,4,4,5,4,5,Satisfied
Male,Disloyal,30,Business,Eco,1837,0.0,0.0,1,2,1,3,1,1,1,1,1,3,4,4,3,1,Dissatisfied
Female,Loyal,65,Business,Business,593,0.0,0.0,3,3,3,3,2,2,4,3,3,2,3,2,3,2,Dissatisfied
Male,Loyal,38,Business,Business,2795,16.0,25.0,2,3,3,3,4,3,4,2,2,2,2,1,2,2,Dissatisfied
Male,Loyal,35,Business,Eco,2515,34.0,35.0,4,3,3,3,4,4,4,4,4,5,4,4,5,4,Satisfied
Male,Loyal,39,Business,Business,3731,0.0,0.0,5,5,5,5,2,5,4,3,3,3,3,4,3,5,Satisfied
Female,Loyal,62,Personal,Eco,69,0.0,0.0,1,1,1,1,4,5,1,2,2,2,2,1,2,4,Satisfied
Male,Loyal,34,Business,Eco Plus,1605,0.0,0.0,4,5,5,5,4,4,4,4,1,3,2,5,3,4,Satisfied
Female,Loyal,50,Business,Business,1370,0.0,23.0,5,5,2,5,4,5,5,5,5,5,5,4,5,4,Satisfied
Male,Loyal,65,Personal,Business,1234,46.0,44.0,3,1,2,3,3,4,4,2,2,2,2,4,2,4,Dissatisfied
Male,Loyal,44,Business,Business,2880,0.0,0.0,2,2,2,2,1,4,3,4,4,4,4,5,4,2,Satisfied
Male,Disloyal,38,Business,Business,1309,0.0,0.0,1,2,2,4,1,2,1,1,2,4,4,2,3,1,Dissatisfied
Male,Loyal,33,Business,Eco Plus,1921,3.0,0.0,2,3,3,3,2,2,2,2,3,4,3,1,3,2,Dissatisfied
Male,Loyal,40,Business,Business,1911,0.0,0.0,5,5,5,5,3,3,4,2,2,2,2,3,2,3,Satisfied
Female,Loyal,15,Personal,Eco,1876,35.0,35.0,2,2,5,2,2,5,2,5,5,5,3,2,5,3,Satisfied
Female,Loyal,42,Business,Business,1466,11.0,13.0,1,1,1,1,3,5,5,5,5,5,5,3,5,3,Satisfied
Male,Loyal,39,Business,Business,920,3.0,38.0,5,5,5,5,5,4,5,4,4,4,4,4,4,4,Satisfied
Male,Loyal,31,Business,Eco,2352,0.0,0.0,3,5,5,5,3,3,3,3,1,2,3,3,4,3,Dissatisfied
Male,Loyal,54,Business,Business,2925,5.0,3.0,2,3,3,3,2,3,4,2,2,2,2,2,2,4,Dissatisfied
Male,Loyal,50,Business,Eco,1716,12.0,11.0,2,2,2,2,2,2,2,2,5,1,4,3,4,2,Satisfied
Male,Loyal,58,Business,Business,3156,0.0,0.0,1,1,1,1,2,5,5,4,4,4,4,3,4,4,Satisfied
Male,Loyal,42,Business,Business,3903,0.0,0.0,3,3,3,3,4,3,1,4,4,4,4,1,4,3,Satisfied
Male,Loyal,55,Personal,Eco,2437,0.0,5.0,1,4,1,1,3,1,3,3,5,5,3,4,4,3,Dissatisfied
Male,Loyal,34,Business,Eco,1976,0.0,0.0,2,4,4,4,2,2,2,2,4,4,4,4,3,2,Dissatisfied
Male,Loyal,28,Business,Business,2238,69.0,97.0,2,2,3,2,4,4,4,4,3,2,4,3,5,4,Satisfied
Male,Disloyal,27,Business,Business,2205,10.0,15.0,5,5,5,2,1,5,1,1,5,3,5,5,4,1,Satisfied
Female,Loyal,39,Business,Business,1668,0.0,0.0,3,1,1,1,2,3,4,3,3,2,3,2,3,3,Dissatisfied
Female,Loyal,61,Personal,Eco,369,0.0,0.0,4,4,4,4,2,5,5,5,5,5,5,4,5,4,Satisfied
Male,Loyal,10,Personal,Eco Plus,1413,1.0,10.0,3,4,3,3,3,3,3,3,3,1,3,2,1,3,Dissatisfied
Female,Disloyal,62,Business,Eco,2111,0.0,0.0,2,2,2,4,1,2,1,1,3,4,4,1,3,1,Dissatisfied
Male,Loyal,51,Business,Business,68,0.0,4.0,4,4,4,4,5,5,4,5,5,5,4,4,5,4,Satisfied
Female,Loyal,44,Business,Business,1754,5.0,12.0,2,2,4,2,4,1,2,2,2,2,2,1,2,2,Dissatisfied
Female,Disloyal,42,Business,Business,1798,2.0,0.0,4,3,3,2,2,4,2,2,3,3,5,3,5,2,Satisfied
Female,Loyal,31,Business,Business,2652,48.0,46.0,2,3,3,3,2,2,2,2,1,4,3,3,4,2,Dissatisfied
Male,Disloyal,22,Business,Eco,1675,9.0,11.0,1,4,1,4,5,1,5,5,4,1,4,4,4,5,Dissatisfied
Male,Loyal,50,Personal,Eco,1246,0.0,2.0,1,4,1,2,1,1,1,1,3,4,5,1,4,1,Dissatisfied
Male,Loyal,27,Personal,Eco,1782,0.0,0.0,4,4,4,3,4,4,4,4,4,5,4,4,5,4,Satisfied
Female,Loyal,57,Business,Business,2353,0.0,0.0,1,1,1,1,3,4,4,5,5,5,5,4,5,5,Satisfied
Female,Loyal,50,Business,Business,1092,0.0,0.0,1,1,1,1,4,4,4,1,1,1,1,3,1,4,Dissatisfied
Male,Loyal,59,Business,Business,438,19.0,13.0,5,5,4,5,5,5,4,4,4,4,4,4,4,5,Satisfied
Male,Loyal,26,Business,Business,3015,0.0,0.0,3,3,3,3,4,4,4,4,5,4,4,4,4,4,Satisfied
Male,Loyal,48,Business,Business,1887,0.0,0.0,1,2,1,1,2,5,5,4,4,4,4,5,4,4,Satisfied
Male,Loyal,10,Personal,Eco,1576,6.0,9.0,2,5,2,1,5,2,5,5,5,1,1,4,5,5,Dissatisfied
Male,Disloyal,19,Business,Eco,1598,11.0,0.0,5,4,5,5,3,5,3,3,1,5,4,5,1,3,Satisfied
Male,Loyal,11,Business,Eco Plus,2009,0.0,0.0,4,4,5,4,4,4,1,4,3,1,3,1,4,4,Dissatisfied
Male,Disloyal,31,Business,Business,2988,1.0,30.0,3,3,3,4,5,3,5,5,4,2,3,4,4,5,Dissatisfied
Male,Loyal,25,Personal,Eco,1372,37.0,34.0,3,5,3,2,5,3,5,5,3,5,5,5,4,5,Dissatisfied
Male,Loyal,45,Business,Business,1628,1.0,0.0,4,4,4,4,4,5,5,4,4,4,4,4,4,4,Satisfied
Female,Loyal,43,Personal,Business,82,0.0,0.0,2,2,2,2,2,4,4,4,4,4,4,3,4,4,Satisfied
Male,Loyal,15,Personal,Eco,2665,4.0,0.0,3,5,3,5,2,3,2,2,4,3,4,3,5,2,Dissatisfied
Male,Disloyal,11,Business,Eco,2072,17.0,15.0,1,1,1,4,5,1,5,5,3,3,3,1,3,5,Dissatisfied
Female,Disloyal,26,Business,Business,1653,31.0,36.0,4,4,4,5,4,4,4,4,4,2,5,4,5,4,Satisfied
Female,Loyal,56,Personal,Eco,2172,0.0,0.0,1,1,1,1,5,3,4,4,4,4,4,1,4,3,Satisfied
Male,Loyal,46,Business,Business,434,1.0,0.0,2,2,2,2,4,5,5,5,5,5,5,4,5,4,Satisfied
Male,Loyal,45,Business,Business,1241,22.0,15.0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,Satisfied
Male,Loyal,42,Business,Business,2249,7.0,12.0,3,5,5,5,5,4,4,3,3,3,3,1,3,2,Dissatisfied
Male,Loyal,48,Business,Business,3333,1.0,1.0,5,5,5,5,4,5,5,5,5,5,5,5,5,3,Satisfied
Female,Loyal,42,Business,Business,3785,0.0,0.0,4,4,4,4,4,5,4,5,5,5,5,4,5,5,Satisfied
Female,Loyal,39,Business,Eco Plus,2268,4.0,15.0,3,2,2,2,3,3,3,3,4,5,2,4,1,3,Dissatisfied
Male,Loyal,39,Business,Eco Plus,2176,0.0,0.0,1,3,3,3,1,1,1,1,3,5,2,3,3,1,Dissatisfied
Female,Loyal,56,Business,Business,3372,0.0,0.0,4,4,4,4,5,5,4,5,5,5,5,5,5,3,Satisfied
Female,Loyal,52,Business,Business,3067,0.0,0.0,3,2,2,2,5,3,3,4,4,4,3,1,4,1,Dissatisfied
Male,Loyal,27,Personal,Eco,2296,0.0,7.0,3,3,3,3,2,3,2,2,3,4,2,1,4,2,Dissatisfied
Male,Loyal,57,Personal,Eco,1984,0.0,14.0,4,2,4,3,3,4,3,3,2,1,4,4,3,3,Dissatisfied
Male,Loyal,56,Business,Eco,1425,0.0,0.0,4,1,1,1,4,4,4,4,1,4,2,4,4,4,Satisfied
Female,Loyal,58,Business,Eco,1020,0.0,0.0,4,1,1,1,2,2,4,4,4,4,4,5,4,1,Satisfied
Female,Loyal,15,Personal,Eco,1761,57.0,56.0,5,4,4,4,5,5,5,5,4,5,3,4,1,5,Satisfied
Female,Disloyal,44,Business,Business,1774,24.0,14.0,2,2,2,4,5,2,5,5,1,1,3,1,3,5,Dissatisfied
Female,Disloyal,28,Business,Business,2603,0.0,0.0,5,5,5,1,1,5,1,1,3,4,5,5,4,1,Satisfied
Male,Disloyal,24,Business,Eco,2055,4.0,4.0,3,5,4,4,3,4,5,3,5,4,5,3,5,3,Dissatisfied
Female,Loyal,52,Business,Business,3400,0.0,0.0,1,1,5,1,3,5,5,5,5,5,5,5,5,5,Satisfied
Male,Loyal,41,Business,Business,360,6.0,2.0,2,2,2,2,2,5,5,4,4,4,4,2,4,1,Satisfied
Female,Disloyal,19,Business,Eco,2431,0.0,0.0,1,2,2,4,4,2,4,4,1,5,3,2,3,4,Dissatisfied
Female,Loyal,36,Business,Eco,1224,0.0,0.0,2,1,1,1,2,1,2,2,2,1,3,3,4,2,Dissatisfied
Female,Loyal,46,Business,Business,315,50.0,60.0,1,1,1,1,3,4,5,4,4,4,4,4,4,5,Satisfied
Female,Disloyal,35,Business,Business,2001,0.0,4.0,3,2,2,1,3,2,3,3,3,3,5,3,5,3,Dissatisfied
Male,Loyal,53,Business,Business,896,31.0,26.0,2,1,5,1,5,3,3,2,2,2,2,4,2,3,Dissatisfied
Female,Disloyal,21,Business,Eco,1933,27.0,7.0,4,3,3,4,3,3,3,3,3,4,4,3,4,3,Dissatisfied
Male,Loyal,33,Personal,Eco Plus,4441,0.0,24.0,2,5,2,5,2,5,5,5,4,4,5,5,5,5,Dissatisfied
Female,Loyal,12,Personal,Eco,2970,52.0,37.0,1,1,1,1,4,5,5,4,4,4,4,3,4,3,Satisfied
Male,Loyal,55,Business,Eco,1456,14.0,19.0,4,2,2,2,4,4,4,4,3,1,1,5,3,4,Satisfied
Male,Disloyal,8,Business,Eco,2295,2.0,21.0,2,3,3,4,4,3,4,4,2,2,4,2,3,4,Dissatisfied
Male,Disloyal,21,Business,Eco,2424,0.0,13.0,2,2,2,3,2,1,1,4,2,4,3,1,4,1,Dissatisfied
Female,Loyal,30,Business,Business,4140,0.0,0.0,3,3,2,3,5,5,5,3,2,4,1,5,2,5,Satisfied
Male,Loyal,7,Personal,Eco Plus,2538,0.0,29.0,3,4,3,3,5,3,5,5,1,4,3,3,1,5,Dissatisfied
Female,Loyal,34,Business,Business,2650,0.0,0.0,3,3,2,3,4,5,4,5,5,5,5,3,5,4,Satisfied
Male,Disloyal,26,Business,Eco,1228,0.0,0.0,2,3,2,5,5,2,5,5,3,3,5,3,3,5,Dissatisfied
Female,Disloyal,28,Business,Eco,2952,9.0,14.0,1,2,2,1,3,1,3,3,4,1,2,2,1,3,Dissatisfied
Female,Loyal,38,Business,Business,266,8.0,0.0,2,2,2,2,4,5,4,5,5,4,5,5,5,3,Satisfied
Male,Loyal,54,Business,Business,264,0.0,0.0,1,1,4,1,4,5,5,4,4,4,4,5,4,5,Satisfied
Female,Loyal,52,Business,Eco,89,0.0,10.0,4,4,4,4,3,1,4,5,5,4,5,5,5,3,Satisfied
Female,Loyal,44,Business,Eco,591,0.0,0.0,2,4,4,4,2,4,3,2,2,2,2,3,2,2,Dissatisfied
Female,Loyal,61,Personal,Eco Plus,629,54.0,67.0,1,1,1,1,2,4,5,5,5,5,5,4,5,4,Satisfied
Male,Loyal,59,Business,Business,3661,15.0,0.0,3,3,3,3,4,5,4,3,3,3,3,5,3,3,Satisfied
Male,Loyal,45,Business,Business,734,0.0,0.0,1,1,1,1,5,5,5,4,4,4,4,4,4,4,Satisfied
Male,Loyal,29,Business,Business,2514,15.0,15.0,4,4,5,4,5,5,5,5,4,2,4,3,5,5,Satisfied
Male,Disloyal,20,Business,Eco,2759,0.0,0.0,4,4,4,2,2,4,2,2,2,1,2,2,1,2,Dissatisfied
Female,Disloyal,22,Business,Business,1913,122.0,106.0,1,2,2,3,2,2,2,2,4,5,3,2,3,2,Dissatisfied
